State,County,County/St,McCainVt,ObamaVt,McCainPt,ObamaPt,PtDiff8,PtDiffCrp8,PVI08,BushVt,KerryVt,BushPt,KerryPt,PtDiff4,PtDiffCrp4,PVI04,PVIShift,AdjShift,PtGOPChg,Cnty_US
Arkansas,Nevada,"Nevada, AR ",2061,1471,58.35%,41.65%,16.70%,16.70%,22.87%,1752,1694,50.84%,49.16%,1.68%,1.68%,-0.80%,15.02%,23.67%,14.77%,23.22%
Arkansas,Newton,"Newton, AR ",1716,640,72.84%,27.16%,45.67%,30.00%,51.84%,2779,1506,64.85%,35.15%,29.71%,29.71%,27.22%,15.96%,24.62%,12.31%,20.75%
Arkansas,Ouachita,"Ouachita, AR ",5602,4598,54.92%,45.08%,9.84%,9.84%,16.01%,5345,5188,50.75%,49.25%,1.49%,1.49%,-1.00%,8.35%,17.01%,8.23%,16.67%
Arkansas,Perry,"Perry, AR ",2743,1351,67.00%,33.00%,34.00%,30.00%,40.17%,2435,1921,55.90%,44.10%,11.80%,11.80%,9.31%,22.20%,30.85%,19.86%,28.30%
Arkansas,Phillips,"Phillips, AR ",3094,5687,35.24%,64.76%,-29.53%,-29.53%,-23.36%,3161,5642,35.91%,64.09%,-28.18%,-28.18%,-30.67%,-1.35%,7.31%,-1.87%,6.57%
Arkansas,Pike,"Pike, AR ",2727,1087,71.50%,28.50%,43.00%,30.00%,49.16%,2013,1310,60.58%,39.42%,21.16%,21.16%,18.67%,21.84%,30.50%,18.03%,26.47%
Arkansas,Poinsett,"Poinsett, AR ",4900,2740,64.14%,35.86%,28.27%,28.27%,34.44%,3555,4069,46.63%,53.37%,-6.74%,-6.74%,-9.23%,35.01%,43.67%,37.55%,45.99%
Arkansas,Polk,"Polk, AR ",5470,1955,73.67%,26.33%,47.34%,30.00%,53.51%,5192,2473,67.74%,32.26%,35.47%,30.00%,32.98%,11.87%,20.52%,8.76%,17.20%
Arkansas,Pope,"Pope, AR ",16050,6266,71.92%,28.08%,43.84%,30.00%,50.01%,13614,7100,65.72%,34.28%,31.45%,30.00%,28.96%,12.40%,21.05%,9.43%,17.87%
Arkansas,Prairie,"Prairie, AR ",2223,1048,67.96%,32.04%,35.92%,30.00%,42.09%,2030,1562,56.51%,43.49%,13.03%,13.03%,10.54%,22.89%,31.55%,20.25%,28.70%
Arkansas,Pulaski,"Pulaski, AR ",70094,88632,44.16%,55.84%,-11.68%,-11.68%,-5.51%,67903,84532,44.55%,55.45%,-10.91%,-10.91%,-13.40%,-0.77%,7.88%,-0.86%,7.58%
Arkansas,Randolph,"Randolph, AR ",3601,2460,59.41%,40.59%,18.83%,18.83%,24.99%,3158,3412,48.07%,51.93%,-3.87%,-3.87%,-6.35%,22.69%,31.34%,23.60%,32.05%
Arkansas,Scott,"Saline, AR ",2790,1052,72.62%,27.38%,45.24%,30.00%,51.40%,2514,1473,63.05%,36.95%,26.11%,26.11%,23.62%,19.13%,27.78%,15.17%,23.61%
Arkansas,Searcy,"Scott, AR ",2726,1161,70.13%,29.87%,40.26%,30.00%,46.43%,2565,1370,65.18%,34.82%,30.37%,30.00%,27.88%,9.89%,18.55%,7.59%,16.03%
Arkansas,Sebastian,"Searcy, AR ",28404,13592,67.64%,32.36%,35.27%,30.00%,41.44%,27303,16479,62.36%,37.64%,24.72%,24.72%,22.23%,10.55%,19.20%,8.46%,16.90%
Arkansas,Sevier,"Sebastian, AR ",3052,1254,70.88%,29.12%,41.76%,30.00%,47.92%,2516,2035,55.28%,44.72%,10.57%,10.57%,8.08%,31.19%,39.84%,28.21%,36.65%
Arkansas,Sharp,"Sevier, AR ",4535,2436,65.06%,34.94%,30.11%,30.00%,36.28%,4097,3265,55.65%,44.35%,11.30%,11.30%,8.81%,18.81%,27.46%,16.90%,25.34%
Arkansas,St. Francis,"Sharp, AR ",3910,5371,42.13%,57.87%,-15.74%,-15.74%,-9.58%,3815,5684,40.16%,59.84%,-19.68%,-19.68%,-22.16%,3.93%,12.59%,4.90%,13.34%
Arkansas,Saline,"St. Francis, AR ",30842,12657,70.90%,29.10%,41.81%,30.00%,47.97%,24864,14153,63.73%,36.27%,27.45%,27.45%,24.96%,14.35%,23.01%,11.26%,19.71%
Arkansas,Stone,"Stone, AR ",3810,1756,68.45%,31.55%,36.90%,30.00%,43.07%,3188,2255,58.57%,41.43%,17.14%,17.14%,14.65%,19.76%,28.41%,16.87%,25.31%
Arkansas,Union,"Union, AR ",10657,6177,63.31%,36.69%,26.61%,26.61%,32.78%,10502,7071,59.76%,40.24%,19.52%,19.52%,17.04%,7.09%,15.74%,5.93%,14.37%
Arkansas,Van Buren,"Van Buren, AR ",4269,2145,66.56%,33.44%,33.12%,30.00%,39.28%,3988,3310,54.65%,45.35%,9.29%,9.29%,6.80%,23.82%,32.48%,21.80%,30.24%
Arkansas,Washington,"Washington, AR ",37915,28965,56.69%,43.31%,13.38%,13.38%,19.55%,35726,27597,56.42%,43.58%,12.84%,12.84%,10.35%,0.54%,9.20%,0.48%,8.93%
Arkansas,White,"White, AR ",19429,6708,74.34%,25.66%,48.67%,30.00%,54.84%,17001,9129,65.06%,34.94%,30.13%,30.00%,27.64%,18.54%,27.20%,14.25%,22.69%
Arkansas,Woodruff,"Woodruff, AR ",1135,1350,45.67%,54.33%,-8.65%,-8.65%,-2.49%,1021,1972,34.11%,65.89%,-31.77%,-30.00%,-34.26%,23.12%,31.78%,33.89%,42.33%
Arkansas,Yell,"Yell, AR ",3805,2001,65.54%,34.46%,31.07%,30.00%,37.24%,3678,2913,55.80%,44.20%,11.61%,11.61%,9.12%,19.46%,28.12%,17.44%,25.88%
California,Alameda,"Alameda, CA ",85646,349460,19.68%,80.32%,-60.63%,-30.00%,-54.47%,130911,422585,23.65%,76.35%,-52.70%,-30.00%,-55.18%,-7.94%,0.72%,-16.78%,-8.33%
California,Alpine,"Alpine, CA ",252,422,37.39%,62.61%,-25.22%,-25.22%,-19.06%,311,373,45.47%,54.53%,-9.06%,-9.06%,-11.55%,-16.16%,-7.50%,-17.77%,-9.33%
California,Amador,"Amador, CA ",9818,7321,57.28%,42.72%,14.57%,14.57%,20.73%,11107,6541,62.94%,37.06%,25.87%,25.87%,23.38%,-11.30%,-2.65%,-8.98%,-0.54%
California,Butte,"Butte, CA ",39954,41474,49.07%,50.93%,-1.87%,-1.87%,4.30%,51662,42448,54.90%,45.10%,9.79%,9.79%,7.30%,-11.66%,-3.00%,-10.62%,-2.17%
California,Calaveras,"Calaveras, CA ",10979,8464,56.47%,43.53%,12.94%,12.94%,19.10%,13601,8286,62.14%,37.86%,24.28%,24.28%,21.80%,-11.35%,-2.70%,-9.13%,-0.69%
California,Colusa,"Colusa, CA ",3273,2206,59.74%,40.26%,19.47%,19.47%,25.64%,4142,1947,68.02%,31.98%,36.05%,30.00%,33.56%,-16.57%,-7.92%,-12.18%,-3.74%
California,Contra Costa,"Contra Costa, CA ",111173,249241,30.85%,69.15%,-38.31%,-30.00%,-32.14%,150608,257254,36.93%,63.07%,-26.15%,-26.15%,-28.64%,-12.16%,-3.51%,-16.47%,-8.02%
California,Del Norte,"Del Norte, CA ",4429,3869,53.37%,46.63%,6.75%,6.75%,12.91%,5356,3892,57.92%,42.08%,15.83%,15.83%,13.34%,-9.08%,-0.43%,-7.84%,0.60%
California,El Dorado,"El Dorado, CA ",40512,33010,55.10%,44.90%,10.20%,10.20%,16.37%,52878,32242,62.12%,37.88%,24.24%,24.24%,21.76%,-14.04%,-5.39%,-11.30%,-2.86%
California,Fresno,"Fresno, CA ",94814,94788,50.01%,49.99%,0.01%,0.01%,6.18%,141988,103154,57.92%,42.08%,15.84%,15.84%,13.35%,-15.83%,-7.17%,-13.66%,-5.22%
California,Glenn,"Glenn, CA ",5874,3693,61.40%,38.60%,22.80%,22.80%,28.96%,6308,2995,67.81%,32.19%,35.61%,30.00%,33.12%,-12.82%,-4.16%,-9.45%,-1.01%
California,Humboldt,"Humboldt, CA ",16704,30807,35.16%,64.84%,-29.68%,-29.68%,-23.52%,25714,37988,40.37%,59.63%,-19.27%,-19.27%,-21.76%,-10.42%,-1.76%,-12.90%,-4.46%
California,Imperial,"Imperial, CA ",10850,17791,37.88%,62.12%,-24.23%,-24.23%,-18.07%,15890,17964,46.94%,53.06%,-6.13%,-6.13%,-8.61%,-18.11%,-9.45%,-19.29%,-10.85%
California,Inyo,"Inyo, CA ",3833,3208,54.44%,45.56%,8.88%,8.88%,15.04%,5091,3350,60.31%,39.69%,20.63%,20.63%,18.14%,-11.75%,-3.10%,-9.74%,-1.30%
California,Kern,"Kern, CA ",111254,76189,59.35%,40.65%,18.71%,18.71%,24.87%,140417,68603,67.18%,32.82%,34.36%,30.00%,31.87%,-15.65%,-7.00%,-11.65%,-3.20%
California,Kings,"Kings, CA ",18105,13244,57.75%,42.25%,15.51%,15.51%,21.67%,21003,10833,65.97%,34.03%,31.94%,30.00%,29.46%,-16.44%,-7.79%,-12.46%,-4.02%
California,Lake,"Lake, CA ",8034,11986,40.13%,59.87%,-19.74%,-19.74%,-13.57%,11093,13141,45.77%,54.23%,-8.45%,-8.45%,-10.94%,-11.29%,-2.64%,-12.33%,-3.89%
California,Lassen,"Lassen, CA ",6541,3246,66.83%,33.17%,33.67%,30.00%,39.83%,8126,3158,72.01%,27.99%,44.03%,30.00%,41.54%,-10.36%,-1.71%,-7.19%,1.25%
California,Los Angeles,"Los Angeles, CA ",766164,1845726,29.33%,70.67%,-41.33%,-30.00%,-35.17%,1076225,1907736,36.07%,63.93%,-27.87%,-27.87%,-30.35%,-13.47%,-4.81%,-18.67%,-10.23%
California,Madera,"Madera, CA ",21251,14997,58.63%,41.37%,17.25%,17.25%,23.42%,24871,13481,64.85%,35.15%,29.70%,29.70%,27.21%,-12.45%,-3.79%,-9.60%,-1.15%
California,Marin,"Marin, CA ",23242,88649,20.77%,79.23%,-58.46%,-30.00%,-52.29%,34378,99070,25.76%,74.24%,-48.48%,-30.00%,-50.97%,-9.98%,-1.33%,-19.37%,-10.92%
California,Mariposa,"Mariposa, CA ",4880,3766,56.44%,43.56%,12.88%,12.88%,19.05%,5215,3251,61.60%,38.40%,23.20%,23.20%,20.71%,-10.31%,-1.66%,-8.37%,0.07%
California,Mendocino,"Mendocino, CA ",6256,15963,28.16%,71.84%,-43.69%,-30.00%,-37.52%,12955,24385,34.69%,65.31%,-30.61%,-30.00%,-33.10%,-13.08%,-4.42%,-18.85%,-10.40%
California,Merced,"Merced, CA ",23994,28152,46.01%,53.99%,-7.97%,-7.97%,-1.81%,32773,24491,57.23%,42.77%,14.46%,14.46%,11.97%,-22.44%,-13.78%,-19.60%,-11.16%
California,Modoc,"Modoc, CA ",2964,1301,69.50%,30.50%,38.99%,30.00%,45.16%,3235,1149,73.79%,26.21%,47.58%,30.00%,45.09%,-8.59%,0.06%,-5.82%,2.62%
California,Mono,"Mono, CA ",2159,2827,43.30%,56.70%,-13.40%,-13.40%,-7.23%,2621,2628,49.93%,50.07%,-0.13%,-0.13%,-2.62%,-13.26%,-4.61%,-13.28%,-4.84%
California,Monterey,"Monterey, CA ",22052,48313,31.34%,68.66%,-37.32%,-30.00%,-31.16%,47838,75241,38.87%,61.13%,-22.26%,-22.26%,-24.75%,-15.06%,-6.40%,-19.37%,-10.93%
California,Napa,"Napa, CA ",14251,28212,33.56%,66.44%,-32.88%,-30.00%,-26.71%,22059,33666,39.59%,60.41%,-20.83%,-20.83%,-23.32%,-12.05%,-3.40%,-15.22%,-6.78%
California,Nevada,"Nevada, CA ",20899,23035,47.57%,52.43%,-4.86%,-4.86%,1.30%,28790,24220,54.31%,45.69%,8.62%,8.62%,6.13%,-13.48%,-4.83%,-12.41%,-3.97%
California,Orange,"Orange, CA ",430360,401605,51.73%,48.27%,3.46%,3.46%,9.62%,641832,419239,60.49%,39.51%,20.98%,20.98%,18.49%,-17.52%,-8.87%,-14.48%,-6.04%
California,Placer,"Placer, CA ",80209,64460,55.44%,44.56%,10.89%,10.89%,17.05%,95969,55573,63.33%,36.67%,26.66%,26.66%,24.17%,-15.77%,-7.12%,-12.45%,-4.01%
California,Plumas,"Plumas, CA ",5756,4524,55.99%,44.01%,11.98%,11.98%,18.15%,6905,4129,62.58%,37.42%,25.16%,25.16%,22.67%,-13.17%,-4.52%,-10.53%,-2.08%
California,Riverside,"Riverside, CA ",197517,210905,48.36%,51.64%,-3.28%,-3.28%,2.89%,322473,228806,58.50%,41.50%,16.99%,16.99%,14.50%,-20.27%,-11.62%,-17.33%,-8.88%
California,Sacramento,"Sacramento, CA ",157752,233726,40.30%,59.70%,-19.41%,-19.41%,-13.24%,235539,236657,49.88%,50.12%,-0.24%,-0.24%,-2.72%,-19.17%,-10.52%,-19.22%,-10.77%
California,San Benito,"San Benito, CA ",3566,5940,37.51%,62.49%,-24.97%,-24.97%,-18.81%,8698,9851,46.89%,53.11%,-6.22%,-6.22%,-8.70%,-18.76%,-10.10%,-20.00%,-11.56%
California,San Bernardino,"San Bernardino, CA ",149342,166351,47.31%,52.69%,-5.39%,-5.39%,0.78%,289306,227789,55.95%,44.05%,11.90%,11.90%,9.41%,-17.28%,-8.63%,-15.45%,-7.00%
California,San Diego,"San Diego, CA ",431772,522136,45.26%,54.74%,-9.47%,-9.47%,-3.31%,596033,526437,53.10%,46.90%,6.20%,6.20%,3.71%,-15.67%,-7.02%,-14.76%,-6.31%
California,San Francisco,"San Francisco, CA ",30888,198989,13.44%,86.56%,-73.13%,-30.00%,-66.96%,54355,296772,15.48%,84.52%,-69.04%,-30.00%,-71.53%,-4.09%,4.57%,-13.20%,-4.76%
California,San Joaquin,"San Joaquin, CA ",74318,90851,45.00%,55.00%,-10.01%,-10.01%,-3.84%,100978,87012,53.71%,46.29%,7.43%,7.43%,4.94%,-17.44%,-8.79%,-16.23%,-7.79%
California,San Luis Obispo,"San Luis Obispo, CA ",51812,57493,47.40%,52.60%,-5.20%,-5.20%,0.97%,67995,58742,53.65%,46.35%,7.30%,7.30%,4.81%,-12.50%,-3.84%,-11.65%,-3.20%
California,San Mateo,"San Mateo, CA ",52353,156571,25.06%,74.94%,-49.88%,-30.00%,-43.72%,83315,197922,29.62%,70.38%,-40.75%,-30.00%,-43.24%,-9.13%,-0.48%,-15.41%,-6.97%
California,Santa Barbara,"Santa Barbara, CA ",51056,80438,38.83%,61.17%,-22.34%,-22.34%,-16.18%,76806,90314,45.96%,54.04%,-8.08%,-8.08%,-10.57%,-14.26%,-5.61%,-15.52%,-7.07%
California,Santa Clara,"Santa Clara, CA ",140708,343266,29.07%,70.93%,-41.85%,-30.00%,-35.69%,209094,386100,35.13%,64.87%,-29.74%,-29.74%,-32.23%,-12.11%,-3.46%,-17.24%,-8.80%
California,Santa Cruz,"Santa Cruz, CA ",20063,78495,20.36%,79.64%,-59.29%,-30.00%,-53.12%,30354,89102,25.41%,74.59%,-49.18%,-30.00%,-51.67%,-10.11%,-1.45%,-19.89%,-11.44%
California,Shasta,"Shasta, CA ",41482,24322,63.04%,36.96%,26.08%,26.08%,32.24%,52249,24339,68.22%,31.78%,36.44%,30.00%,33.95%,-10.36%,-1.71%,-7.60%,0.85%
California,Sierra,"Sierra, CA ",1157,743,60.89%,39.11%,21.79%,21.79%,27.95%,1249,646,65.91%,34.09%,31.82%,30.00%,29.33%,-10.03%,-1.38%,-7.61%,0.83%
California,Siskiyou,"Siskiyou, CA ",9288,7575,55.08%,44.92%,10.16%,10.16%,16.32%,12673,7880,61.66%,38.34%,23.32%,23.32%,20.83%,-13.16%,-4.51%,-10.67%,-2.23%
California,Solano,"Solano, CA ",35898,66469,35.07%,64.93%,-29.86%,-29.86%,-23.70%,62301,85096,42.27%,57.73%,-15.47%,-15.47%,-17.95%,-14.40%,-5.75%,-17.03%,-8.59%
California,Sonoma,"Sonoma, CA ",47184,144399,24.63%,75.37%,-50.74%,-30.00%,-44.58%,68204,148261,31.51%,68.49%,-36.98%,-30.00%,-39.47%,-13.76%,-5.11%,-21.83%,-13.39%
California,Stanislaus,"Stanislaus, CA ",59549,61876,49.04%,50.96%,-1.92%,-1.92%,4.25%,85407,58829,59.21%,40.79%,18.43%,18.43%,15.94%,-20.34%,-11.69%,-17.18%,-8.73%
California,Sutter,"Sutter, CA ",10445,7360,58.66%,41.34%,17.33%,17.33%,23.49%,20254,9602,67.84%,32.16%,35.68%,30.00%,33.19%,-18.35%,-9.70%,-13.53%,-5.08%
California,Tehama,"Tehama, CA ",10626,6597,61.70%,38.30%,23.39%,23.39%,29.56%,15572,7504,67.48%,32.52%,34.96%,30.00%,32.47%,-11.57%,-2.92%,-8.57%,-0.13%
California,Trinity,"Trinity, CA ",2904,3197,47.60%,52.40%,-4.80%,-4.80%,1.36%,3560,2782,56.13%,43.87%,12.27%,12.27%,9.78%,-17.07%,-8.42%,-15.20%,-6.76%
California,Tulare,"Tulare, CA ",44729,32670,57.79%,42.21%,15.58%,15.58%,21.75%,65399,32494,66.81%,33.19%,33.61%,30.00%,31.13%,-18.03%,-9.38%,-13.50%,-5.05%
California,Tuolumne,"Tuolumne, CA ",13073,10262,56.02%,43.98%,12.05%,12.05%,18.21%,15745,10104,60.91%,39.09%,21.82%,21.82%,19.33%,-9.78%,-1.12%,-8.03%,0.42%
California,Ventura,"Ventura, CA ",103256,132937,43.72%,56.28%,-12.57%,-12.57%,-6.40%,160314,148859,51.85%,48.15%,3.71%,3.71%,1.22%,-16.27%,-7.62%,-15.69%,-7.25%
California,Yolo,"Yolo, CA ",21486,46499,31.60%,68.40%,-36.79%,-30.00%,-30.63%,28005,42885,39.50%,60.50%,-20.99%,-20.99%,-23.48%,-15.80%,-7.15%,-20.00%,-11.56%
California,Yuba,"Yuba, CA ",9608,7107,57.48%,42.52%,14.96%,14.96%,21.13%,12076,5687,67.98%,32.02%,35.97%,30.00%,33.48%,-21.01%,-12.35%,-15.45%,-7.01%
Colorado,Adams,"Adams, CO ",39070,55233,41.43%,58.57%,-17.14%,-17.14%,-10.97%,65912,69122,48.81%,51.19%,-2.38%,-2.38%,-4.87%,-14.76%,-6.11%,-15.12%,-6.68%
Colorado,Alamosa,"Alamosa, CO ",2635,3521,42.80%,57.20%,-14.39%,-14.39%,-8.23%,3179,3017,51.31%,48.69%,2.61%,2.61%,0.13%,-17.01%,-8.35%,-16.57%,-8.13%
Colorado,Arapahoe,"Arapahoe, CO ",100409,128366,43.89%,56.11%,-12.22%,-12.22%,-6.05%,119475,110262,52.01%,47.99%,4.01%,4.01%,1.52%,-16.23%,-7.58%,-15.60%,-7.16%
Colorado,Archuleta,"Archuleta, CO ",3618,2822,56.18%,43.82%,12.36%,12.36%,18.53%,3601,2141,62.71%,37.29%,25.43%,25.43%,22.94%,-13.07%,-4.41%,-10.42%,-1.97%
Colorado,Baca,"Baca, CO ",1568,532,74.67%,25.33%,49.33%,30.00%,55.50%,1680,483,77.67%,22.33%,55.34%,30.00%,52.85%,-6.01%,2.65%,-3.87%,4.58%
Colorado,Bent,"Bent, CO ",1062,781,57.62%,42.38%,15.25%,15.25%,21.41%,1338,785,63.02%,36.98%,26.05%,26.05%,23.56%,-10.80%,-2.15%,-8.57%,-0.13%
Colorado,Boulder,"Boulder, CO ",15264,46948,24.54%,75.46%,-50.93%,-30.00%,-44.76%,51586,105564,32.83%,67.17%,-34.35%,-30.00%,-36.84%,-16.58%,-7.93%,-25.26%,-16.81%
Colorado,Broomfield,"Broomfield, CO",12675,16031,44.15%,55.85%,-11.69%,-11.69%,-5.53%,12007,10935,52.34%,47.66%,4.67%,4.67%,2.18%,-16.36%,-7.71%,-15.63%,-7.19%
Colorado,Chaffee,"Chaffee, CO ",4832,4827,50.03%,49.97%,0.05%,0.05%,6.22%,4875,3766,56.42%,43.58%,12.83%,12.83%,10.35%,-12.78%,-4.13%,-11.33%,-2.89%
Colorado,Cheyenne,"Cheyenne, CO ",890,198,81.80%,18.20%,63.60%,30.00%,69.77%,923,198,82.34%,17.66%,64.67%,30.00%,62.19%,-1.07%,7.58%,-0.65%,7.79%
Colorado,Clear Creek,"Clear Creek, CO ",2278,3295,40.88%,59.12%,-18.25%,-18.25%,-12.08%,2522,2989,45.76%,54.24%,-8.47%,-8.47%,-10.96%,-9.77%,-1.12%,-10.68%,-2.24%
Colorado,Conejos,"Conejos, CO ",1616,2105,43.43%,56.57%,-13.14%,-13.14%,-6.98%,1864,1894,49.60%,50.40%,-0.80%,-0.80%,-3.29%,-12.34%,-3.69%,-12.44%,-4.00%
Colorado,Costilla,"Costilla, CO ",411,1236,24.95%,75.05%,-50.09%,-30.00%,-43.93%,566,1170,32.60%,67.40%,-34.79%,-30.00%,-37.28%,-15.30%,-6.64%,-23.46%,-15.02%
Colorado,Crowley,"Crowley, CO ",976,552,63.87%,36.13%,27.75%,27.75%,33.91%,1006,478,67.79%,32.21%,35.58%,30.00%,33.09%,-7.83%,0.82%,-5.78%,2.67%
Colorado,Custer,"Custer, CO ",1668,914,64.60%,35.40%,29.20%,29.20%,35.37%,1657,739,69.16%,30.84%,38.31%,30.00%,35.83%,-9.11%,-0.46%,-6.59%,1.86%
Colorado,Delta,"Delta, CO ",9905,5007,66.42%,33.58%,32.85%,30.00%,39.01%,9722,4224,69.71%,30.29%,39.42%,30.00%,36.94%,-6.58%,2.08%,-4.72%,3.73%
Colorado,Denver,"Denver, CO ",60226,195499,23.55%,76.45%,-52.90%,-30.00%,-46.73%,69903,166135,29.62%,70.38%,-40.77%,-30.00%,-43.26%,-12.13%,-3.47%,-20.48%,-12.03%
Colorado,Dolores,"Dolores, CO ",803,356,69.28%,30.72%,38.57%,30.00%,44.73%,785,333,70.21%,29.79%,40.43%,30.00%,37.94%,-1.86%,6.79%,-1.33%,7.12%
Colorado,Douglas,"Douglas, CO ",73225,51813,58.56%,41.44%,17.12%,17.12%,23.29%,80651,39661,67.03%,32.97%,34.07%,30.00%,31.58%,-16.95%,-8.29%,-12.64%,-4.20%
Colorado,Eagle,"Eagle, CO ",8112,13055,38.32%,61.68%,-23.35%,-23.35%,-17.19%,8533,9744,46.69%,53.31%,-6.63%,-6.63%,-9.11%,-16.73%,-8.07%,-17.91%,-9.47%
Colorado,El Paso,"El Paso, CO ",155914,104670,59.83%,40.17%,19.67%,19.67%,25.83%,161361,77648,67.51%,32.49%,35.03%,30.00%,32.54%,-15.36%,-6.71%,-11.38%,-2.93%
Colorado,Elbert,"Elbert, CO ",9030,3775,70.52%,29.48%,41.04%,30.00%,47.20%,8389,2834,74.75%,25.25%,49.50%,30.00%,47.01%,-8.46%,0.20%,-5.66%,2.79%
Colorado,Fremont,"Fremont, CO ",12595,6801,64.94%,35.06%,29.87%,29.87%,36.04%,12313,5933,67.48%,32.52%,34.97%,30.00%,32.48%,-5.09%,3.56%,-3.77%,4.67%
Colorado,Garfield,"Garfield, CO ",10932,10847,50.20%,49.80%,0.39%,0.39%,6.56%,11123,9228,54.66%,45.34%,9.31%,9.31%,6.82%,-8.92%,-0.27%,-8.16%,0.28%
Colorado,Gilpin,"Gilpin, CO ",1249,1944,39.12%,60.88%,-21.77%,-21.77%,-15.60%,1329,1807,42.38%,57.62%,-15.24%,-15.24%,-17.73%,-6.52%,2.13%,-7.70%,0.75%
Colorado,Grand,"Grand, CO ",4088,3961,50.79%,49.21%,1.58%,1.58%,7.74%,4260,3243,56.78%,43.22%,13.55%,13.55%,11.07%,-11.98%,-3.32%,-10.55%,-2.10%
Colorado,Gunnison,"Gunnison, CO ",3112,5512,36.09%,63.91%,-27.83%,-27.83%,-21.66%,3479,4782,42.11%,57.89%,-15.77%,-15.77%,-18.26%,-12.06%,-3.40%,-14.31%,-5.87%
Colorado,Hinsdale,"Hinsdale, CO ",343,239,58.93%,41.07%,17.87%,17.87%,24.03%,355,236,60.07%,39.93%,20.14%,20.14%,17.65%,-2.27%,6.39%,-1.89%,6.56%
Colorado,Huerfano,"Huerfano, CO ",1582,1989,44.30%,55.70%,-11.40%,-11.40%,-5.23%,1700,1663,50.55%,49.45%,1.10%,1.10%,-1.39%,-12.50%,-3.84%,-12.36%,-3.92%
Colorado,Jackson,"Jackson, CO ",624,277,69.26%,30.74%,38.51%,30.00%,44.68%,710,210,77.17%,22.83%,54.35%,30.00%,51.86%,-15.84%,-7.18%,-10.26%,-1.82%
Colorado,Jefferson,"Jefferson, CO ",129291,155020,45.48%,54.52%,-9.05%,-9.05%,-2.88%,140644,126558,52.64%,47.36%,5.27%,5.27%,2.78%,-14.32%,-5.67%,-13.60%,-5.16%
Colorado,Kiowa,"Kiowa, CO ",630,172,78.55%,21.45%,57.11%,30.00%,63.27%,712,172,80.54%,19.46%,61.09%,30.00%,58.60%,-3.98%,4.67%,-2.47%,5.97%
Colorado,Kit Carson,"Kit Carson, CO ",2420,898,72.94%,27.06%,45.87%,30.00%,52.04%,2721,729,78.87%,21.13%,57.74%,30.00%,55.25%,-11.87%,-3.21%,-7.52%,0.92%
Colorado,Lake,"La Plata, CO ",1076,1847,36.81%,63.19%,-26.38%,-26.38%,-20.21%,1261,1623,43.72%,56.28%,-12.55%,-12.55%,-15.04%,-13.82%,-5.17%,-15.81%,-7.37%
Colorado,La Plata,"Lake, CO ",11170,15422,42.01%,57.99%,-15.99%,-15.99%,-9.82%,11704,13409,46.61%,53.39%,-6.79%,-6.79%,-9.28%,-9.20%,-0.55%,-9.87%,-1.43%
Colorado,Larimer,"Larimer, CO ",68932,84461,44.94%,55.06%,-10.12%,-10.12%,-3.96%,75884,68266,52.64%,47.36%,5.28%,5.28%,2.80%,-15.41%,-6.75%,-14.64%,-6.19%
Colorado,Las Animas,"Las Animas, CO ",3033,3483,46.55%,53.45%,-6.91%,-6.91%,-0.74%,3196,3300,49.20%,50.80%,-1.60%,-1.60%,-4.09%,-5.31%,3.35%,-5.39%,3.05%
Colorado,Lincoln,"Lincoln, CO ",1683,543,75.61%,24.39%,51.21%,30.00%,57.38%,1819,503,78.34%,21.66%,56.68%,30.00%,54.19%,-5.46%,3.19%,-3.49%,4.96%
Colorado,Logan,"Logan, CO ",5986,2837,67.85%,32.15%,35.69%,30.00%,41.86%,6168,2491,71.23%,28.77%,42.46%,30.00%,39.98%,-6.77%,1.88%,-4.75%,3.69%
Colorado,Mesa,"Mesa, CO ",43669,23470,65.04%,34.96%,30.09%,30.00%,36.25%,41539,19564,67.98%,32.02%,35.96%,30.00%,33.48%,-5.88%,2.77%,-4.32%,4.12%
Colorado,Mineral,"Mineral, CO ",334,270,55.30%,44.70%,10.60%,10.60%,16.76%,383,227,62.79%,37.21%,25.57%,25.57%,23.09%,-14.98%,-6.32%,-11.93%,-3.48%
Colorado,Moffat,"Moffat, CO ",4101,1566,72.37%,27.63%,44.73%,30.00%,50.90%,4247,1355,75.81%,24.19%,51.62%,30.00%,49.14%,-6.89%,1.76%,-4.55%,3.90%
Colorado,Montezuma,"Montezuma, CO ",6913,4619,59.95%,40.05%,19.89%,19.89%,26.06%,6988,3867,64.38%,35.62%,28.75%,28.75%,26.26%,-8.86%,-0.21%,-6.88%,1.56%
Colorado,Montrose,"Montrose, CO ",10964,5911,64.97%,35.03%,29.94%,29.94%,36.11%,11218,4776,70.14%,29.86%,40.28%,30.00%,37.79%,-10.33%,-1.68%,-7.37%,1.08%
Colorado,Morgan,"Morgan, CO ",6222,3762,62.32%,37.68%,24.64%,24.64%,30.80%,6787,3039,69.07%,30.93%,38.14%,30.00%,35.66%,-13.50%,-4.85%,-9.78%,-1.33%
Colorado,Otero,"Otero, CO ",4324,3454,55.59%,44.41%,11.19%,11.19%,17.35%,4947,3164,60.99%,39.01%,21.98%,21.98%,19.49%,-10.80%,-2.14%,-8.85%,-0.41%
